date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:14:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:23%20GMT	http://www.openshift.com/sites/default/files/images/partner-sendgrid-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-sendgrid-logo-gray.png	(from https://www.openshift.com/)
16:14:30	5889/5889	---M--	200	added ('OK')	image/png	etag:%22fffffffff87d4d67-1701-4de47f59ab295%22	https://www.openshift.com/sites/default/files/images/partner-sendgrid-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-sendgrid-logo-gray.png	(from https://www.openshift.com/)
16:14:30	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:24%20GMT	http://www.openshift.com/sites/default/files/images/partner-logentries-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-logentries-logo-gray.png	(from https://www.openshift.com/)
16:14:31	4739/4739	---M--	200	added ('OK')	image/png	etag:%22a321755-1283-4de47e66fb1f0%22	https://www.openshift.com/sites/default/files/images/partner-logentries-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-logentries-logo-gray.png	(from https://www.openshift.com/)
16:14:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:24%20GMT	http://www.openshift.com/sites/default/files/images/partner-codenvy-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-codenvy-logo-gray.png	(from https://www.openshift.com/)
16:14:31	3770/3770	---M--	200	added ('OK')	image/png	etag:%22ffffffff916ddca5-eba-4de47c0e7ed44%22	https://www.openshift.com/sites/default/files/images/partner-codenvy-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-codenvy-logo-gray.png	(from https://www.openshift.com/)
16:14:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:24%20GMT	http://www.openshift.com/sites/default/files/images/partner-pubnub-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-pubnub-logo-gray.png	(from https://www.openshift.com/)
16:14:32	2438/2438	---M--	200	added ('OK')	image/png	etag:%22ffffffffe79dbc89-986-4de47ebdda18c%22	https://www.openshift.com/sites/default/files/images/partner-pubnub-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-pubnub-logo-gray.png	(from https://www.openshift.com/)
16:14:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:25%20GMT	http://www.openshift.com/sites/default/files/images/partner-pusher-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-pusher-logo-gray.png	(from https://www.openshift.com/)
16:14:32	5712/5712	---M--	200	added ('OK')	image/png	etag:%22ffffffff5a239d83-1650-4de47f478fe19%22	https://www.openshift.com/sites/default/files/images/partner-pusher-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-pusher-logo-gray.png	(from https://www.openshift.com/)
16:14:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:25%20GMT	http://www.openshift.com/sites/default/files/images/partner-mongolab-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-mongolab-logo-gray.png	(from https://www.openshift.com/)
16:14:32	4813/4813	---M--	200	added ('OK')	image/png	etag:%22ffffffff1b4380bf-12cd-4de47e961050f%22	https://www.openshift.com/sites/default/files/images/partner-mongolab-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-mongolab-logo-gray.png	(from https://www.openshift.com/)
16:14:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:26%20GMT	http://www.openshift.com/sites/default/files/images/partner-treasuredata-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-treasuredata-logo-gray.png	(from https://www.openshift.com/)
16:14:33	3119/3119	---M--	200	added ('OK')	image/png	etag:%22ffffffffd0bede7e-c2f-4de47f6bb3052%22	https://www.openshift.com/sites/default/files/images/partner-treasuredata-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-treasuredata-logo-gray.png	(from https://www.openshift.com/)
16:14:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:26%20GMT	http://www.openshift.com/sites/default/files/images/partner-blazemeter-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-blazemeter-logo-gray.png	(from https://www.openshift.com/)
16:14:33	5064/5064	---M--	200	added ('OK')	image/png	etag:%2219b0bb31-13c8-4de47b5e5df9e%22	https://www.openshift.com/sites/default/files/images/partner-blazemeter-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-blazemeter-logo-gray.png	(from https://www.openshift.com/)
16:14:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:27%20GMT	http://www.openshift.com/sites/default/files/images/partner-newrelic-logo-gray_0.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-newrelic-logo-gray_0.png	(from https://www.openshift.com/)
16:14:34	5114/5114	---M--	200	added ('OK')	image/png	etag:%22ffffffff10017bb2-13fa-4ded305d4e773%22	https://www.openshift.com/sites/default/files/images/partner-newrelic-logo-gray_0.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-newrelic-logo-gray_0.png	(from https://www.openshift.com/)
16:14:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:27%20GMT	http://www.openshift.com/sites/default/files/images/partner-ironio-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-ironio-logo-gray.png	(from https://www.openshift.com/)
16:14:34	3271/3271	---M--	200	added ('OK')	image/png	etag:%22ffffffff81076aa7-cc7-4de47e46e10e8%22	https://www.openshift.com/sites/default/files/images/partner-ironio-logo-gray.png	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/sites/default/files/images/partner-ironio-logo-gray.png	(from https://www.openshift.com/)
16:14:35	51490/51490	---M-Z	200	added ('OK')	text/html	etag:%22b87ae48381eae84ac6f5fdd868a980ac%22	https://www.openshift.com/partners	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/partners.html	(from https://www.openshift.com/)
16:14:37	21395/21395	---M-Z	200	added ('OK')	text/html	etag:%22fdc370dc225a6cbf52abad2e514b4651%22	https://www.openshift.com/partners/become-a-partner	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/partners/become-a-partner.html	(from https://www.openshift.com/)
16:14:38	1889/1889	---M--	200	added ('OK')	image/png	etag:%22761-51363dfbdc800%22	https://openshift.redhat.com/app/assets/redhat.png	C:/Users/Suriyaa/Downloads/openshift/openshift/openshift.redhat.com/app/assets/redhat.png	(from https://www.openshift.com/)
16:14:39	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:32%20GMT	https://www.openshift.com/blogs/openshift-developer-spotlight-lee-clarke-aric-hunter	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/blogs/openshift-developer-spotlight-lee-clarke-aric-hunter	(from https://www.openshift.com/)
16:14:39	3555/3555	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Jun%202014%2015:39:14%20GMT	https://pbs.twimg.com/profile_images/476750514667786241/VaQfBiWG_normal.png	C:/Users/Suriyaa/Downloads/openshift/openshift/pbs.twimg.com/profile_images/476750514667786241/VaQfBiWG_normal.png	(from https://www.openshift.com/)
16:14:39	30971/30971	---M-Z	200	added ('OK')	text/html	etag:%22cc25df12754312e1c9380ebf5afee92b%22	https://www.openshift.com/awards	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/awards.html	(from https://www.openshift.com/)
16:14:40	48326/48326	---M-Z	200	added ('OK')	text/html	etag:%22b87ae48381eae84ac6f5fdd868a980ac%22	https://www.openshift.com/customers	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/customers.html	(from https://www.openshift.com/)
16:14:40	27668/27668	---M-Z	200	added ('OK')	text/html	date:Sun,%2014%20Jun%202015%2013:29:09%20GMT	https://www.openshift.com/resource-grants	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/resource-grants.html	(from https://www.openshift.com/)
16:14:40	26095/26095	---M-Z	200	added ('OK')	text/html	etag:%2288f3e944ac7b5d620af4f82c826519fc%22	https://www.openshift.com/startup	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/startup.html	(from https://www.openshift.com/)
16:14:41	55746/55746	---M-Z	200	added ('OK')	text/html	etag:%22fdc370dc225a6cbf52abad2e514b4651%22	https://www.openshift.com/application-gallery	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/application-gallery.html	(from https://www.openshift.com/)
16:14:41	336/336	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:34%20GMT	https://www.openshift.com/events	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/events	(from https://www.openshift.com/)
16:14:42	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2014%20Jun%202015%2014:14:35%20GMT	https://www.openshift.com/newsletter/signup	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/newsletter/signup	(from https://www.openshift.com/)
16:14:42	22125/22125	---M-Z	200	added ('OK')	text/html	etag:%22b87ae48381eae84ac6f5fdd868a980ac%22	https://www.openshift.com/legal/openshift_privacy	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/legal/openshift_privacy.html	(from https://www.openshift.com/)
16:14:43	69707/69707	---M-Z	200	added ('OK')	text/html	etag:%22cc25df12754312e1c9380ebf5afee92b%22	https://www.openshift.com/legal/services_agreement	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/legal/services_agreement.html	(from https://www.openshift.com/)
16:14:43	20491/20491	---M-Z	200	added ('OK')	text/html	etag:%22cc25df12754312e1c9380ebf5afee92b%22	https://www.openshift.com/policy/security	C:/Users/Suriyaa/Downloads/openshift/openshift/www.openshift.com/policy/security.html	(from https://www.openshift.com/)
16:14:43	3011/3011	---M-Z	200	added ('OK')	text/javascript	etag:%221342e6-bc3-4e7f1b33b86c0%22	https://www.redhat.com/j/elqNow/elqCfg.js	C:/Users/Suriyaa/Downloads/openshift/openshift/www.redhat.com/j/elqNow/elqCfg.js	(from https://www.openshift.com/)
16:14:43	811/811	---M-Z	200	added ('OK')	text/javascript	etag:%221342eb-32b-4f32bdaedbf40%22	https://www.redhat.com/j/elqNow/elqImg.js	C:/Users/Suriyaa/Downloads/openshift/openshift/www.redhat.com/j/elqNow/elqImg.js	(from https://www.openshift.com/)
16:14:44	7351/7351	---M-Z	200	added ('OK')	text/javascript	etag:%221cb7-51363dfbdc800%22	https://assets.openshift.net/app/assets/site/tracking.js	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/site/tracking.js	(from https://www.openshift.com/)
16:14:44	46677/46677	---M-Z	200	added ('OK')	text/javascript	etag:%22b655-51363dfbdc800%22	https://assets.openshift.net/app/assets/site/s_code.js	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/site/s_code.js	(from https://www.openshift.com/)
16:14:44	10875/10875	---MC-	200	added ('OK')	text/javascript	date:Sun,%2014%20Jun%202015%2014:14:37%20GMT	http://www.googleadservices.com/pagead/conversion.js	C:/Users/Suriyaa/Downloads/openshift/openshift/www.googleadservices.com/pagead/f.txt	(from https://www.openshift.com/)
16:14:45	0/0	---M--	200	added ('OK')	text/javascript	date:Sun,%2014%20Jun%202015%2014:14:38%20GMT	https://openshift.redhat.com/app/status/status.js?id=outage	C:/Users/Suriyaa/Downloads/openshift/openshift/openshift.redhat.com/app/status/status2f3b.js	(from https://www.openshift.com/)
16:14:45	23672/23672	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c78-51363dfbdc800%22	https://assets.openshift.net/app/assets/overpass-bold-wf-43109dc56bb316f1ed21007e19e094bd.eot	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/overpass-bold-wf-43109dc56bb316f1ed21007e19e094bd.eot	(from https://assets.openshift.net/app/assets/overpass.css)
16:14:45	23672/23672	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%225c78-51363dfbdc800%22	https://assets.openshift.net/app/assets/overpass-bold-wf.eot?	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/overpass-bold-wfd41d.eot	(from https://assets.openshift.net/app/assets/overpass.css)
16:14:46	26968/26968	---M-Z	200	added ('OK')	text/plain	etag:%226958-51363dfbdc800%22	https://assets.openshift.net/app/assets/overpass-bold-wf-8c935e27e552145338afb948440eed45.woff	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/overpass-bold-wf-8c935e27e552145338afb948440eed45.woff	(from https://assets.openshift.net/app/assets/overpass.css)
16:14:46	55111/55111	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d747-51363dfbdc800%22	https://assets.openshift.net/app/assets/overpass-bold-wf.svg	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/overpass-bold-wf.svg	(from https://assets.openshift.net/app/assets/overpass.css)
16:14:47	23799/23799	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225cf7-51363dfbdc800%22	https://assets.openshift.net/app/assets/overpass-wf-074679abcb35c0bc802c409ab21a083e.eot	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/overpass-wf-074679abcb35c0bc802c409ab21a083e.eot	(from https://assets.openshift.net/app/assets/overpass.css)
16:14:47	23799/23799	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%225cf7-51363dfbdc800%22	https://assets.openshift.net/app/assets/overpass-wf.eot?	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/overpass-wfd41d.eot	(from https://assets.openshift.net/app/assets/overpass.css)
16:14:47	26988/26988	---M-Z	200	added ('OK')	text/plain	etag:%22696c-51363dfbdc800%22	https://assets.openshift.net/app/assets/overpass-wf-22ec387f336ce316af80d7b6beb459e1.woff	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/overpass-wf-22ec387f336ce316af80d7b6beb459e1.woff	(from https://assets.openshift.net/app/assets/overpass.css)
16:14:48	55715/55715	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d9a3-51363dfbdc800%22	https://assets.openshift.net/app/assets/overpass-wf.svg	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/overpass-wf.svg	(from https://assets.openshift.net/app/assets/overpass.css)
16:14:48	1889/1889	---M--	200	added ('OK')	image/png	etag:%22761-51363dfbdc800%22	https://assets.openshift.net/app/assets/redhat-9e7dc7b484be43f2c43fb371e3b609d7.png	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/redhat-9e7dc7b484be43f2c43fb371e3b609d7.png	(from https://assets.openshift.net/app/assets/common.css)
16:14:49	22932/22932	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225994-51363dfbdc800%22	https://assets.openshift.net/app/assets/openshift-icon-991f12244c921db905f55adb8cbcc021.eot	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/openshift-icon-991f12244c921db905f55adb8cbcc021.eot	(from https://assets.openshift.net/app/assets/common.css)
16:14:49	22932/22932	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%225994-51363dfbdc800%22	https://assets.openshift.net/app/assets/openshift-icon.eot?	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/openshift-icond41d.eot	(from https://assets.openshift.net/app/assets/common.css)
16:14:49	19952/19952	---M-Z	200	added ('OK')	text/plain	etag:%224df0-51363dfbdc800%22	https://assets.openshift.net/app/assets/openshift-icon-55f8556a7faecb27032125eb2f500911.woff	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/openshift-icon-55f8556a7faecb27032125eb2f500911.woff	(from https://assets.openshift.net/app/assets/common.css)
16:14:49	22740/22740	---M-Z	200	added ('OK')	text/plain	etag:%2258d4-51363dfbdc800%22	https://assets.openshift.net/app/assets/openshift-icon-e5276799f5989968c04877aeb73a1f33.ttf	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/openshift-icon-e5276799f5989968c04877aeb73a1f33.ttf	(from https://assets.openshift.net/app/assets/common.css)
16:14:49	62619/62619	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f49b-51363dfbdc800%22	https://assets.openshift.net/app/assets/openshift-icon.svg	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/openshift-icon.svg	(from https://assets.openshift.net/app/assets/common.css)
16:14:50	35160/35160	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%228958-51363dfbdc800%22	https://assets.openshift.net/app/assets/openshift-logos-icon-a19a4580e9bbae91b10f3f6f75278cc7.eot	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/openshift-logos-icon-a19a4580e9bbae91b10f3f6f75278cc7.eot	(from https://assets.openshift.net/app/assets/common.css)
16:14:50	35160/35160	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228958-51363dfbdc800%22	https://assets.openshift.net/app/assets/openshift-logos-icon.eot?	C:/Users/Suriyaa/Downloads/openshift/openshift/assets.openshift.net/app/assets/openshift-logos-icond41d.eot	(from https://assets.openshift.net/app/assets/common.css)
